Année;Championnat;Bassin;Code_Course;Type_Finale;Position;Temps;Club;Club_1;Club_2;Club_3;Club_4;Rameur_1;Rameur_2;Rameur_3;Rameur_4;Rameur_5;Rameur_6;Rameur_7;Rameur_8;Barreur
2012;UNSS COLLEGE;Libourne;CG4Yx+;FE;7.0;04:47.10;Collège la Madeleine le Mans;COLLEGE LA MADELEINE LE MANS;;;;Pierre THIBAUT;Kevin LECA;Victor MARIE;Quentin LEMESRE;;;;;Marjorie BARRAULT
2012;U17;Vichy;U17H8+;FC;5.0;04:47.16;Societe Nautique de l'Oise;SOCIETE NAUTIQUE DE L'OISE;;;;Kilian BOUTICOURT;Arnaud VEDOVATI;Thomas GONZALEZ;Nicolas PELLERIN;Nicolas DESCAMPS;Clement MEUROT-TOCNY;Youcef BECHAREF;Thibault JOIGNEAUX;Thomas HERREMAN
2023;U17;Libourne;U17H8+;FA;6.0;04:47.21;Aviron Club du Lac d'Aiguebelette;AVIRON CLUB DU LAC D'AIGUEBELETTE;;;;Mathis JANIN-HURTER;Kilian VALENTIN;Valérian KORACH;Esteban PAILLASSEUR;Paul BELLEMIN;Raphaël RUYER;Loïs CHARPINE;Raphaël GENTIL;William VUILLEMIN
2020;MASTERS;Gravelines;MEH4-;S;5.0;04:47.24;Societe Nautique de la Basse Seine;SOCIETE NAUTIQUE DE LA BASSE SEINE;;;;Frederic HENDRICK;Jerome GROS;Lotfi CHEMLOUL;Hubert ROYER;;;;;
2022;MASTERS;Mâcon;MDH1x;FA;6.0;04:47.25;Societe Nautique de l'Oise;SOCIETE NAUTIQUE DE L'OISE;;;;Pascal GUERET;;;;;;;;
2017;U17;Libourne;U17H8+;FC;3.0;04:47.26;Aviron Boulonnais;AVIRON BOULONNAIS;;;;Enzo GRASSELI;Amaury DAUSQUE;Adrien DAUSQUE;Clement BOULOGNE;Colin MORCHAIN;Robin HEUMEZ;Enzo DEVINES;Matthias DELMETZ;Tom FOURDINIER
2013;FFSU;Gravelines;FU2x;FA;6.0;04:47.27;Univ Aix-Marseille;UNIV AIX MARSEILLE;;;;Elwina RABINOWITCH;Lea RABINOWITCH;;;;;;;
2015;FFSU;Bourges;HU4x;FC;5.0;04:47.29;AS UB 71 le Creusot;AS UB 71 LE CREUSOT;;;;Guillaume BONNIN;Bastien POCHERON;Maxime RIVAS;Florian VILLENEUVE;;;;;
2023;U17;Libourne;U17H8+;FB;3.0;04:47.34;Sport Nautique de Nancy;SPORT NAUTIQUE DE NANCY;;;;Milo CLEMENT;Faly DRIEURAVELONANOSY;Valentin VILLEZ;Tristan ROLANDO;Amestan VOVAU;Edouard VOINOT;Julian CHOBERTDOUZET;Antoine HAMELIN-VELTER;Marion CHAGNOT
2019;U17;Libourne;U17H8+;FB;1.0;04:47.34;Sport Nautique de Nancy;SPORT NAUTIQUE DE NANCY;;;;Matteo MEYER;Alexis ROSE;Matthieu THOMAS;Noam EL AYNAOUI;Baptiste LEBEL;Achille PETAT;Thomas NAGEL;Baptiste AIGUIER;Hippolyte VINCENT
2016;U17;Vichy;U17H8+;FC;1.0;04:47.43;Tours Aviron Club;AVIRON TOURS METROPOLE;;;;Cyrille CHEVALLIER;Sacha BIGARRE;Teophil LEMAITRE;Alex TRAVAUX;Martin TOCQUEVILLE;Benjamin GICQUEAU;Mathis PERDEREAU;Mathieu LEBOSSE;Esteban BARTHE
2025;MASTERS;Brive-la-Gaillarde;MCF1x;FB;4.0;04:47.44;Societe Nautique de Chatellerault;SOCIETE NAUTIQUE DE CHATELLERAULT;;;;Angélique DESCHARLES;;;;;;;;
2016;U17;Vichy;U17H8+;FB;1.0;04:47.47;Sport Nautique de Nancy;SPORT NAUTIQUE DE NANCY;;;;Mathieu DHOTEL;Martin SUDRE;Victor FLEISCHMANN CARUSO;Thimote CLERC-SZABO;Luc PISON;Thomas ORY;Nathaniel POTIN;Teva JEANDIDIER;Arthur TOURDIAT
2022;FFSU;Brive-la-Gaillarde;SF2x FFSU;FA;6.0;04:47.54;Université Paris 2;UNIVERSITE PARIS;;;;Clémentine FOSSE;Justine BELIN;;;;;;;
2023;UNSS COLLEGE;Brive-la-Gaillarde;CM4Yx+ 50%H/F;FC;5.0;04:47.57;COL Aturri St Pierre d'Irube;COL ATURRI ST PIERRE D'IRUBE;;;;Julian CAPDEVILLE;Idoia CORREIRA;Lison GERARD;Mathéo ROUYRE GABIN;;;;;Elaia CERLO
2018;U17;Brive-la-Gaillarde;U17H4x;FA;3.0;04:47.57;Club Nautique de Nice;CLUB NAUTIQUE DE NICE;;;;Pierre-Louis DELATTRE;Ruben MARKIEWICZ;Louis STUMPF;Zaccharia GHOZAYEL;;;;;
2014;UNSS COLLEGE;Le Creusot;CF4Yx+;FD;1.0;04:47.66;Collège Mercier Saint Paul Meulan;COLLEGE MERCIER SAINT PAUL MEULAN;;;;Solene GILLET;Angelina DENAGE;Mathilde CUREAU;Asma ABAROUCH;;;;;Nisrine ABAROUCH
2011;UNSS LYCEE;Bourges;LF4x/+;FD;6.0;04:47.67;Lycée Jean Lurçat Martigues;LYCEE JEAN LURCAT MARTIGUES;;;;Camille VIRET;Julie DELLION;Delphine RIBEYRON;Maryne HERSELIN;;;;;
2025;MASTERS;Brive-la-Gaillarde;MCF1x;FB;5.0;04:47.69;Aviron Strasbourg 1881;AVIRON STRASBOURG 1881;;;;Anne DAEFFLER;;;;;;;;
2012;U17;Vichy;U17H4x;FB;3.0;04:47.71;Aviron Club Grisollais;AVIRON CLUB GRISOLLAIS;;;;Corentin CARTEAU;Quentin GOURCY;Jean Felix VACQUIE;Florent CAYROU;;;;;
2020;MASTERS;Gravelines;MEH2x;S;15.0;04:47.73;Aviron Saint-Cassien;AVIRON SAINT CASSIEN;;;;Fabrice PAKIN;Robin COWIE;;;;;;;
2018;U15;Le Creusot;U15F4x+;FI;5.0;04:47.76;Saint Nazaire Olympique Sportif Aviron;SAINT NAZAIRE OLYMPIQUE SPORTIF AVIRON;;;;Margaux BLOUIN;Gwennaig GUIHARD;Margaux BRIAND;Maëlle MÉROT  DELAURÉ;;;;;Camille POIRIER
2022;MASTERS;Mâcon;MBF2x;FB;3.0;04:47.78;Aviron Tours Metropole;AVIRON TOURS METROPOLE;;;;Anne ODOUX;Liat FELDMAN;;;;;;;
2024;U17;Vichy;U17H8+;FA;5.0;04:47.78;Boulogne 92;BOULOGNE 92;;;;Esteban DOSA-VIDAL;Cyprien ARTHAUD;Noa TRAN DINH THACH;Kees AUSEMS;Ilan KENOUCHE;Phineas LEMPERIERE;Igor IGNJATOV;Juno IM;Noémie JASON
2023;U17;Libourne;U17H8+;FB;4.0;04:47.91;Entente Nautique d'Aix-les-Bains Aviron;ENTENTE NAUTIQUE D'AIX LES BAINS AVIRON;;;;Maxence ASSIER;Titouan GAUDILLERE;Nohan GAILLET;Paolo FRANCON;Marco PIATON DE MENEZES;Baptiste DEVINEAU;Hugo ENCRENAZ;Leo Paul SCHAUER;Tiago ARDITO
2017;MASTERS;Vichy;MCM2x 50%H/F;FE;2.0;04:47.95;Val de Seine Nautique;VAL DE SEINE NAUTIQUE;;;;Agnes BOROT;Alain TASSY;;;;;;;
2018;U17;Brive-la-Gaillarde;U17H8+;FB;3.0;04:47.96;Cercle Nautique de Versailles;CERCLE NAUTIQUE DE VERSAILLES;;;;Baptiste VIVENT;Gabriel KAUFFMANN;Amboise DE DINECHIN;Aurelien BIGOT;Guillaume BEBON;Emmanuel MATHIEU;Mickaël OSOROVITZ;Guillaume DAUQUIER;Lucas BORDENAVE
2015;U17;Libourne;U17H4x;FA;2.0;04:47.97;Cercle Nautique d'Annecy;CERCLE NAUTIQUE D'ANNECY;;;;Christopher ROBINET;Guillaume GRAFF;Jean LESUR;Camille CERISIER;;;;;
2024;U17;Vichy;U17H4x;FA;1.0;04:48.00;Aviron Grenoblois;AVIRON GRENOBLOIS;;;;Simeon ROBILLARD;Louis JOURDAN;Ronan OBRIEN;Fabrice LUDWIG;;;;;
2023;UNSS COLLEGE;Brive-la-Gaillarde;CF4Yx+;FC;2.0;04:48.01;COL Mercier Saint Paul Meulan;COL MERCIER SAINT PAUL MEULAN;;;;Inès CONDE;Kenza EL MASMARI;Nina PERRINO;Emily LIN;;;;;Maelys BARJAUD
2023;MASTERS;Le Creusot;MDF1x;FB;3.0;04:48.03;Cercle Nautique des Regates Remoises;CERCLE NAUTIQUE DES REGATES REMOISES;;;;Sandrine LORIMIER;;;;;;;;
2014;U17;Vichy;U17H4x;FB;5.0;04:48.08;Aviron Marne et Joinville;AVIRON MARNE ET JOINVILLE;;;;Antoine AUBIN;Etienne BOSMORIN;Armand DESPONS;Thomas LION;;;;;
2019;UNSS COLLEGE;Mâcon;CF4Yx+;FD;4.0;04:48.10;COL Pilâtre de Rozier Paris;COL PILATRE DE ROZIER PARIS;;;;Violette TENART;Jeanne RAYBAUD;Noémie ENOGO;Louisa BENMEKKI;;;;;Jade LEQUET
2012;U17;Vichy;U17H4-;FA;4.0;04:48.11;Rowing Club de Port Marly;ROWING CLUB DE PORT MARLY;;;;Edouard LAHARRAGUE;Arthur LOISON;Romain BOUDET;Hadrien GODE;;;;;
2013;UNSS COLLEGE;Gravelines;CF4Yx+;FA;3.0;04:48.13;Collège Pierre et Marie Curie Gravelines;COLLEGE PIERRE ET MARIE CURIE GRAVELINES;;;;Ariane FLANDERINCK;Sarah MARIETTE;Gladys LARIVIERE;Camille FRANCOIS;;;;;Adrien LARIVIERE
2017;U17;Libourne;U17H8+;FB;5.0;04:48.15;Aviron Bayonnais;AVIRON BAYONNAIS;;;;Nicolas CASSINELLI;Victor GERVAIS;Jolan MANCICIDOR;Lilyan MIRANDA;Hugo GRACIA;Pierre HALARY;Iker DUFOURG;Bastien BREBEL;Xabi LASSOUED
2020;U17;Brive-la-Gaillarde;U17H8+;FA;4.0;04:48.21;Entente Nautique d'Aix-les-Bains Aviron;ENTENTE NAUTIQUE D'AIX LES BAINS AVIRON;;;;Raimiti PERRIN;Maxime THIEBAUT;Antoine REY;Aurelien DEILLON;Axel BANDIERA;Arthur GAUDILLIERE;Timothe BEAUVAIS;Quentin DUCIMETIERE;Quentin GALLET
2024;U17;Vichy;U17H8+;FB;1.0;04:48.22;Cercle Aviron de Nantes;CERCLE AVIRON DE NANTES;;;;Pierre-Antoine DEVYS;Arthur DE BOISRIOU;Joachim BREUILLAUD;Oscar MANGIN DEGRES;Raphaël NOUVEL;Ruben JOSSE;Simon ASTRUC;Hippolyte LE GOUVELLO;Malo JACQ-BODET
2019;UNSS COLLEGE;Mâcon;CM4Yx+ 50%H/F;FD;2.0;04:48.23;COL le Devoir Chalon Sur Saône;COL LE DEVOIR CHALON SUR SAONE;;;;Constantin Ruelle;Aurélien Fabre;Amilia Diouani;Marion Davadan;;;;;Damien Thevenard
2020;MASTERS;Gravelines;MDH2-;S;10.0;04:48.25;Cercle Nautique de Soisy sur Seine;CERCLE NAUTIQUE DE SOISY SUR SEINE;;;;Pierre BAULIER;Henri BROUCQUART;;;;;;;
2018;U17;Brive-la-Gaillarde;U17H8+;FB;4.0;04:48.42;Cercle de l'Aviron de Lyon;CERCLE DE L'AVIRON DE LYON;;;;Yohan GOTZ;Balthazar GUYOTAT;Elie CHALLIER FONTAINE;Alix BERLEMONT AZARIO;Cyprien MAROT;Jules MONTEL;Leon CHAUMOT;Eloi LEFORT;Samuel LEGER
2013;UNSS COLLEGE;Gravelines;CF4Yx+;FA;4.0;04:48.46;Collège George Sand la Motte Servolex;COLLEGE GEORGE SAND LA MOTTE SERVOLEX;;;;Rebecca TOPTAS;Estelle PORRAL;Mathilde GRANGEON;Katya DUNCAN;;;;;Oceane CLERC-VENTURINI
2017;U17;Libourne;U17H4-;FA;1.0;04:48.52;Societe Nautique du Perreux;SOCIETE NAUTIQUE DU PERREUX;;;;Romain MAZOYER;Thomas HERSCOVICI;Arnaud BUARD;Noam MOUELLE;;;;;
2021;U17;Mantes-la-Jolie;U17H8+;FA;3.0;04:48.62;Club Nautique et Athletique de Rouen;CLUB NAUTIQUE ET ATHLETIQUE DE ROUEN;;;;Socrate LION;Vahe LE LAN;Fabien HECQUET;Gaspard CLOAREC;Charles DUVAL;Virgile LEMATRE;Valentin CAMPION;David TRIBOUILLARD;Chloe LESOURD
2013;U15;Bourges;U15F1x;FB;2.0;04:48.64;RED Star Club Champigny;RED STAR CLUB CHAMPIGNY;;;;Elsa GAVET;;;;;;;;
2013;U15;Bourges;U15F1x;FB;2.0;04:48.64;Club Nautique de Chateau-Gontier Aviron;CLUB NAUTIQUE DE CHATEAU GONTIER AVIRON;;;;Charlotte BOULAY;;;;;;;;
2020;U17;Brive-la-Gaillarde;U17H8+;FA;5.0;04:48.67;Lyon Caluire AC;AVIRON CLUB DE LYON CALUIRE;;;;Issam MAMOUNI;Robin GAUTIER;Hugo FOREY;Pierre OHANNESSIAN;Gustave ROUSSET;Elliot LORTET;Elias GARACH MALULY;Thomas POINT;Charles TROLLE
2014;U17;Vichy;U17H4x;FC;1.0;04:48.68;Aviron Beaucaire;AVIRON BEAUCAIRE;;;;Alexandre CAIGNE;Eloi CONTANT;Arthur MARRE;Luigi BOMMARITO;;;;;
2015;U15;Vichy;U15F1x;FB;5.0;04:48.73;Cercle Nautique Remois;CERCLE NAUTIQUE DES REGATES REMOISES;;;;Noemie SEPE;;;;;;;;
2022;U15;Gérardmer;U15H4x+;FJ;5.0;04:48.79;Entente Nautique d'Aix-les-Bains Aviron;ENTENTE NAUTIQUE D'AIX LES BAINS AVIRON;;;;Sacha HOULE ROUX;Gabriel TARSIA;Mathys SACCO;Benjamin MASSON;;;;;Paul HANOT
2017;UNSS COLLEGE;Gérardmer;CF4Yx+;FD;4.0;04:48.79;Collège Notre Dame Reims;COLLEGE NOTRE DAME REIMS;;;;Castille VUILLET-PETITE;Nesrine RHALLAB;Carole MERTZ;Alexane LEFEVRE;;;;;Lina MANNANY
2013;UNSS COLLEGE;Gravelines;CF4Yx+;FD;6.0;04:48.85;Collège Irãšne Joliot Curie Aigues Mortes;COLLEGE IRASNE JOLIOT CURIE AIGUES MORTES;;;;Eva BREYSSE;Ashley TUKANA;Venissa YOUNES;Camille MATHIEU;;;;;Ines HOUZIR
2017;U17;Libourne;U17H4x;FB;1.0;04:48.93;Societe Nautique d'Avignon;SOCIETE NAUTIQUE D'AVIGNON;;;;Arthur LETE;Baptiste SIMIAN;Antoine BOURSE;Bilal LEGSSIAR;;;;;
2025;MASTERS;Brive-la-Gaillarde;MDF1x;FB;3.0;04:48.95;Societe Nautique de Saumur Aviron;SOCIETE NAUTIQUE DE SAUMUR AVIRON;;;;Gabrielle LANGLOIS;;;;;;;;
2016;U17;Vichy;U17H4x;FA;2.0;04:48.96;Cercle Nautique de Melun;CERCLE NAUTIQUE DE MELUN;;;;Antoine FARGES;Victor SPEHAR;Maxence PECQUENARD;Maximilien JANICKE;;;;;
2012;U17;Vichy;U17H4x;FB;4.0;04:49.06;Cercle Nautique de Meaux;CERCLE NAUTIQUE DE MEAUX;;;;Pablo LAMOTTE-PAULET;Alexandre CORNILLE;Thomas BRUNEAUX;Antoine PARENT;;;;;
2015;U17;Libourne;U17H4x;FA;3.0;04:49.07;Martigues Aviron Club;MARTIGUES AVIRON CLUB;;;;Marc MOUTON - DIDIER;Simon QUAY;Theau GALDI;Baptiste BROUDARD;;;;;
2013;U15;Bourges;U15F1x;FB;4.0;04:49.08;Rowing Club Marseille;ROWING CLUB MARSEILLE;;;;Kelliane BAUBRY;;;;;;;;
2017;UNSS COLLEGE;Gérardmer;CG4Yx+;FD;4.0;04:49.15;Collège Jean Baptiste Carpeaux Valenciennes;COLLEGE JEAN BAPTISTE CARPEAUX VALENCIENNES;;;;Erwan PRIEZ;Lyad MASSOR;Raihane FEDDAL;Amirouche AIT HAMMOUDA;;;;;Noa DOUALA
2014;U17;Vichy;U17H4-;FA;5.0;04:49.17;Cercle Nautique de Meaux;CERCLE NAUTIQUE DE MEAUX;;;;Alexandre PHILIPPE;Luc PHILISOT;Quentin DOUX;Thibault BOUTIN;;;;;
2018;U17;Brive-la-Gaillarde;U17H8+;FA;4.0;04:49.32;Sport Nautique de Bergerac;SPORT NAUTIQUE DE BERGERAC;;;;Augustin CAILLET;Guillaume ROUX;Thibaut CAILLET;Nicolas JEANTOU;Guillaume FELTRIN;Alexander PRINCE;Baptiste DEBEST;Tobias GILBERT;Karim MEDRAOUI
2023;FFSU;Brive-la-Gaillarde;SF1x FFSU;FA;5.0;04:49.35;Pole Leonard de Vinci (PL);POLE LEONARD DE VINCI (PL);;;;Jeanne ROUBIN;;;;;;;;
2011;UNSS COLLEGE;Bourges;CF4Yx+;FE;3.0;04:49.40;Collège IrãNe Joliot Curie Aigues Mortes;COLLEGE IRANE JOLIOT CURIE AIGUES MORTES;;;;Venissa YOUNES;Kasandra TUTAGATA;Maeva LUCAS;Marie Sara CONTRERAS;;;;;Manon VALIBOUZE
2017;U17;Libourne;U17H4x;FB;2.0;04:49.44;Chablais Aviron Thonon;CHABLAIS AVIRON THONON;;;;Remi CALDI;Theophile VINCENDET;Côme DALLA COSTA;Etienne MALACARNE;;;;;
2025;U17;Vichy;U17H4x;FA;4.0;04:49.46;Cercle de l'Aviron de Lyon;CERCLE DE L'AVIRON DE LYON;;;;Gaspard COMTE;Hippolyte MARCHADIER;Basile MOLLE CHAMPAGNAC;Timothee LOUBEREAU;;;;;
2025;MASTERS;Brive-la-Gaillarde;MFF2x;FA;5.0;04:49.47;Cercle Nautique de France;CERCLE NAUTIQUE DE FRANCE;;;;Anne DUPUY TEZE;Isabelle LACLAU;;;;;;;
2015;U17;Libourne;U17H4x;FA;4.0;04:49.47;Cercle Nautique de France;CERCLE NAUTIQUE DE FRANCE;;;;Lucas PERRIN;Arnaud DELABRIERE;François TISSOT;Baptiste PLAT;;;;;
2016;U17;Vichy;U17H8+;FB;2.0;04:49.48;Aviron Marne et Joinville;AVIRON MARNE ET JOINVILLE;;;;Jules BERSON;Bilal HASSANI;Adrien MERY;Théodore VERKLEVEN;Oscar DERANCOURT;Julien DUPAYS;Emeric DELFAU;Mathis NOTTELET;Thalia GUEROULT
2016;U17;Vichy;U17H8+;FC;2.0;04:49.49;Aviron Union Nautique de Villefranche;AVIRON UNION NAUTIQUE DE VILLEFRANCHE;;;;Tristan HELIARD;Eddy COLAS;Mathis NERBOLLIER;Antoine PETERS;Antoine CIRERA;Logan BERGERY;Baptiste THOMASSET;Pierre-Louis GROS;Paul HAUDEVILLE
2024;UNSS COLLEGE;Brive-la-Gaillarde;CF4Yx+;FC;6.0;04:49.53;COL François Mitterrand Fenouillet;COL FRANCOIS MITTERRAND FENOUILLET;;;;Lucie ROUSSEAU;Marie Joelle NKOMBO NKOMBO;Camille BEDOUCH--GATTI;Mélinda BAUDOU;;;;;Tiyana VIOLLET
2023;FFSU;Brive-la-Gaillarde;SF2x FFSU;FA;4.0;04:49.61;Sorbonne Université Sciences;SORBONNE UNIVERSITE SCIENCES;;;;Juliette DESPRES;Salome LENORMAND;;;;;;;
2014;UNSS COLLEGE;Le Creusot;CF4Yx+;FD;2.0;04:49.65;Collège Jean Charcot Joinville le Pont;COLLEGE JEAN CHARCOT JOINVILLE LE PONT;;;;Lisa HECQUARD;Angelika KISZCZAK;Zoe CORDILLOT;Alia BERBAR-REVOL;;;;;Robin GENISSEL
2014;U17;Vichy;U17H4x;FC;2.0;04:49.68;Universite de Nantes Aviron;UNIVERSITE DE NANTES AVIRON;;;;Antoine DECAGNY;Hippolyte TESSIER;Victor REUZE;Lucas MEYRONNE;;;;;
2015;U17;Libourne;U17H8+;FC;1.0;04:49.68;Aviron Toulousain;AVIRON TOULOUSAIN;;;;Martin GUIGNES;Thomas GUERZEDER;Louis FONTES;Paul BRAZIER;Lorenzo OGGERO;Paul ROUCH;Benjamin PAYZAN;Mateo KERAUDREN;Loic PONSOLLE
2019;MASTERS;Vichy;MFF1x;FA;6.0;04:49.69;Cercle Nautique de Soisy sur Seine;CERCLE NAUTIQUE DE SOISY SUR SEINE;;;;France CHARLES;;;;;;;;
2017;UNSS COLLEGE;Gérardmer;CF4Yx+;FC;6.0;04:49.74;Collège Pierre et Marie Curie Gravelines;COLLEGE PIERRE ET MARIE CURIE GRAVELINES;;;;Emma POULAIN;Emie POUGET;Lisa DELABRIERE;Clara BECQUET;;;;;Vladimir VANHOVE
2020;MASTERS;Gravelines;MEH2x;S;16.0;04:49.76;Rowing Club de Port Marly;ROWING CLUB DE PORT MARLY;;;;Daniel DEVEZ;Vincent BONTOUX;;;;;;;
2023;FFSU;Brive-la-Gaillarde;SF8+ FFSU;FA;7.0;04:49.76;ESCP EUROPE Paris;ESCP EUROPE PARIS;;;;Maylis BERGER;Lea BERTAUD;Marion BIGAGLI;Delphine VAN MAELE;Ines SADDOUKI;Ellen CORBEL;Julie DEBAY;Priscille MONTOUSSE;Alix CHAMPOURLIER
2024;U17;Vichy;U17H4x;FA;2.0;04:49.78;Societe Nautique de Monaco;SOCIETE NAUTIQUE DE MONACO;;;;Luca PERI;Maxence VIRY;Hugo ALBIN;Adrien COLARDELLE;;;;;
2016;UNSS COLLEGE;Le Creusot;CF4Yx+;FC;5.0;04:49.78;Collège Watteau Valenciennes;COLLEGE WATTEAU VALENCIENNES;;;;Camille RUBIN;Léa MARQUEGNIES;Marie LACOMBE;Juliette GRAS;;;;;Theo LEFAIT
2014;UNSS LYCEE;Le Creusot;LF4x/+;FB;2.0;04:49.80;Lycée Jacques Prévert Dôle;LYCEE JACQUES PREVERT DOLE;;;;Ameline PAGNON DENOUAL;Justine LACROIX;Tiffany DOS REIS;Mylene CALABRE;;;;;
2014;U17;Vichy;U17H4x;FA;4.0;04:49.81;Societe Nautique d'Avignon;SOCIETE NAUTIQUE D'AVIGNON;;;;Yannis MOURET;Hugo LETE;Charles GENTON;Vincent BOURDIN MARIANI;;;;;
2016;FFSU;Le Creusot;FU2x;FB;3.0;04:49.83;AS Urca Droit ECO Lettre;AS URCA DROIT ECO LETTRE;;;;Camille THIERUS;Gabrielle PETIT;;;;;;;
2023;MASTERS;Le Creusot;MCF1x;FA;6.0;04:49.87;Aviron Club de Manosque;AVIRON CLUB DE MANOSQUE;;;;Sylvia LENOIR;;;;;;;;
2025;U17;Vichy;U17H4x;FB;1.0;04:49.87;Aviron Villeneuvois;AVIRON VILLENEUVOIS;;;;Thylio GUYONNET;Pacôme NEEL BIRRENTO;Corentin PAILLAS;Eliott JODOT;;;;;
2016;PR;Cazaubon;SF1x LTA-PD;Finale;1.0;04:49.87;Boulogne 92;BOULOGNE 92;;;;Brice MARMONNIER;;;;;;;;
2016;PR;Cazaubon;SH1x LTA-PD;FA;1.0;04:49.87;Boulogne 92;BOULOGNE 92;;;;Brice MARMONNIER;;;;;;;;
2021;U17;Mantes-la-Jolie;U17H8+;FA;4.0;04:49.91;Aviron Club de Lyon-Caluire;AVIRON CLUB DE LYON CALUIRE;;;;Thomas POINT;Gustave ROUSSET;Elliot LORTET;Issam MAMOUNI;Arthur DURET;Baptiste BRANDYK TAGLIAVIA;Hugo FOREY;Robin GAUTIER;Pierre OHANNESSIAN
2015;U17;Libourne;U17H4x;FA;5.0;04:49.97;Societe Nautique d'Avignon;SOCIETE NAUTIQUE D'AVIGNON;;;;Pierre CABALE;Hugo LETE;Charles GENTON;Yannis MOURET;;;;;
2023;UNSS COLLEGE;Brive-la-Gaillarde;CG4Yx+;FC;6.0;04:49.99;COL Jean Baptiste SAY Paris;COL JEAN BAPTISTE SAY PARIS;;;;Louis baptiste BOUCHARD;Mathis CHELLY;Aurèle DEBUIRE;Maximilien LOBEL PONGRACZ;;;;;Samuel SCHITO
2014;U17;Vichy;U17H4-;FB;1.0;04:50.01;Club d'Aviron du Sud Gresivaudan;CLUB D'AVIRON DU SUD GRESIVAUDAN;;;;Nathan ORCEL;Lenny IDELON;Maxim KUHN;Jacques PASCAL;;;;;
2020;MASTERS;Gravelines;MFH4x;S;4.0;04:50.02;Aviron Boulonnais;AVIRON BOULONNAIS;;;;Wilfrid DELABRE;Patrick GUILBERT;Gerard FOUCAUT;Patrick BOURGAIN;;;;;
2023;U17;Libourne;U17H4x;FA;2.0;04:50.04;Societe Nautique de la Haute Seine;SOCIETE NAUTIQUE DE LA HAUTE SEINE;;;;Thibalt COLONNA CECCALDI;Ilan DEFRANCE;Clement HEBERT;Clement BAUER;;;;;
2017;U17;Libourne;U17H8+;FB;6.0;04:50.07;Cercle Nautique de Versailles;CERCLE NAUTIQUE DE VERSAILLES;;;;Mickaël OSOROVITZ;Theophane MAS;Guillaume BEBON;Pierre RICARD;Augustin LACROIX;Romain MERCURE;Clément LEGER;Alexandre BEBON;Hugo ADAM
2016;U17;Vichy;U17H8+;FA;6.0;04:50.09;Aviron Saint-Quentinois;AVIRON SAINT QUENTINOIS;;;;Nicolas MOURET;Maxime BACLET;Hugo GABET;Mathis KAZEK;Corentin RIQUET;Adrien KALITYNSKI;Jules MERCIER;Clovis SOLO;Amarande BACCARO
2021;U17;Mantes-la-Jolie;U17H4x;FA;1.0;04:50.11;Aviron Union Nautique de Lyon;AVIRON UNION NAUTIQUE DE LYON;;;;Axel RAMPON;Hector GUIMET;Martin DELABRE;Pierre LANEN;;;;;
2024;U17;Vichy;U17H4x;FA;3.0;04:50.11;Club Nautique et Athletique de Rouen;CLUB NAUTIQUE ET ATHLETIQUE DE ROUEN;;;;Swann LAMOURET;Arthur PERROTTE;Victor LEVEQUE;Simon VATIN;;;;;
2014;FFSU;Le Creusot;FU2x;FB;4.0;04:50.13;UB-71;UB;;;;Justine JANET;Claire DESBORDES;;;;;;;
2017;U17;Libourne;U17H8+;FC;4.0;04:50.16;Aviron Grenoblois;AVIRON GRENOBLOIS;;;;Antoine NONIER;Valentin UZAN;Lino REBILLARD;Martin CICUT;Aylan HARBOUCHE;Louison SCHWEIZER;Ilian OLEON;Baptiste PETIT;Elsa TABOULET
2020;MASTERS;Gravelines;MCF2x;S;6.0;04:50.24;Cercle Nautique de France;CERCLE NAUTIQUE DE FRANCE;;;;Virginie HAZEBROUCQ;Benedicte DAGAN-TAUFFLIEB;;;;;;;
2011;FFSU;Bourges;FU1x;FA;2.0;04:50.30;UBordeaux BX4;UBORDEAUX BX4;;;;Alice BOURSON;;;;;;;;
2022;MASTERS;Mâcon;MAH2x HV open;FA;2.0;04:50.34;Societe Nautique Soissonnaise;SOCIETE NAUTIQUE SOISSONNAISE;;;;Helene ROQUIGNY;Olivier FERY;;;;;;;
2021;U17;Mantes-la-Jolie;U17H4x;FA;2.0;04:50.42;Societe Nautique de Monaco;SOCIETE NAUTIQUE DE MONACO;;;;Thomas AUBEL;Lucas FAUCHE;Louis FONTANILI;Matteo GASTAUD;;;;;
2019;U17;Libourne;U17H8+;FB;2.0;04:50.42;Boulogne 92;BOULOGNE 92;;;;Antoine DARMAYAN;Olivier FONDEUR;Iker CASTANOS;Gaspard RAFFIN-PEYLOZ;Louis CAYOL;Erwin DUBOIS;Vivien FOURNIER;Louis OLZIER-LE CALVE;Alix VAILLANT
2013;UNSS COLLEGE;Gravelines;CG4Yx+;FE;4.0;04:50.47;Collège Notre Dame Pont Ã Mousson;COLLEGE NOTRE DAME PONT A MOUSSON;;;;Alex MAUR;Vincent LUCARINI;Anthony CALMES;Tarek BOULEHOUANET;;;;;Maxime BLANDIN
2018;U17;Brive-la-Gaillarde;U17H4x;FA;4.0;04:50.53;Cercle Nautique de France;CERCLE NAUTIQUE DE FRANCE;;;;Gabriel TURIN-PLESSIA;Edouard DE BLANPRE;Victor VIENNOT-BOURGIN;Gabriel BONNAMY;;;;;
